;Code;Parent code level 1;Parent code;Level nr;Prometis_label_D_retail;Prometis_label_D_corp;Label NL
526;2530.0;C;253;;;EXPENSES - GOODS;Vervaardiging van stoomketels, exclusief warmwaterketels voor centrale verwarming
1158;25300.0;C;2530;;;EXPENSES - GOODS;Vervaardiging van stoomketels, exclusief warmwaterketels voor centrale verwarming
143;254.0;C;25;;;EXPENSES - GOODS;Vervaardiging van wapens en munitie
527;2540.0;C;254;;;EXPENSES - GOODS;Vervaardiging van wapens en munitie
1159;25400.0;C;2540;;;EXPENSES - GOODS;Vervaardiging van wapens en munitie
144;255.0;C;25;;;EXPENSES - GOODS;Smeden, persen, stampen en profielwalsen van metaal
528;2550.0;C;255;;;EXPENSES - GOODS;Smeden, persen, stampen en profielwalsen van metaal
1160;25501.0;C;2550;;;EXPENSES - GOODS;Smeden van metaal
1161;25502.0;C;2550;;;EXPENSES - GOODS;Persen, stampen en profielwalsen van metaal
145;256.0;C;25;;;EXPENSES - GOODS;Oppervlaktebehandeling van metalen
529;2561.0;C;256;;;EXPENSES - GOODS;Oppervlaktebehandeling van metalen
1162;25610.0;C;2561;;;EXPENSES - GOODS;Oppervlaktebehandeling van metalen
530;2562.0;C;256;;;EXPENSES - GOODS;Verspanend bewerken van metalen
1163;25620.0;C;2562;;;EXPENSES - GOODS;Verspanend bewerken van metalen
146;257.0;C;25;;;EXPENSES - GOODS;Vervaardiging van scharen, messen, bestekken, gereedschap en ijzerwaren
531;2571.0;C;257;;;EXPENSES - GOODS;Vervaardiging van scharen, messen, bestekken, enz.
1164;25710.0;C;2571;;;EXPENSES - GOODS;Vervaardiging van scharen, messen, bestekken, enz.
532;2572.0;C;257;;;EXPENSES - GOODS;Vervaardiging van hang- en sluitwerk
1165;25720.0;C;2572;;;EXPENSES - GOODS;Vervaardiging van hang- en sluitwerk
533;2573.0;C;257;;;EXPENSES - GOODS;Vervaardiging van gereedschap
1166;25731.0;C;2573;;;EXPENSES - GOODS;Vervaardiging van vormkasten en gietvormen
1167;25739.0;C;2573;;;EXPENSES - GOODS;Vervaardiging van gereedschap, m.u.v. vormkasten en gietvormen
147;259.0;C;25;;;EXPENSES - GOODS;Vervaardiging van andere producten van metaal
534;2591.0;C;259;;;EXPENSES - GOODS;Vervaardiging van stalen vaten en dergelijke
1168;25910.0;C;2591;;;EXPENSES - GOODS;Vervaardiging van stalen vaten en dergelijke
535;2592.0;C;259;;;EXPENSES - GOODS;Vervaardiging van verpakkingsmiddelen van licht metaal
1169;25920.0;C;2592;;;EXPENSES - GOODS;Vervaardiging van verpakkingsmiddelen van licht metaal
536;2593.0;C;259;;;EXPENSES - GOODS;Vervaardiging van artikelen van draad en van kettingen en veren
1170;25930.0;C;2593;;;EXPENSES - GOODS;Vervaardiging van artikelen van draad en van kettingen en veren
537;2594.0;C;259;;;EXPENSES - GOODS;Vervaardiging van bouten, schroeven en moeren
1171;25940.0;C;2594;;;EXPENSES - GOODS;Vervaardiging van bouten, schroeven en moeren
538;2599.0;C;259;;;EXPENSES - GOODS;Vervaardiging van andere producten van metaal, n.e.g.
1172;25991.0;C;2599;;;EXPENSES - GOODS;Vervaardiging van huishoudelijke en sanitaire artikelen van metaal
1173;25999.0;C;2599;;;EXPENSES - GOODS;Vervaardiging van overige artikelen van metaal, n.e.g.
17;26.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging van informaticaproducten en van elektronische en optische producten
148;261.0;C;26;;;EXPENSES - GOODS;Vervaardiging van elektronische onderdelen en printplaten
539;2611.0;C;261;;;EXPENSES - GOODS;Vervaardiging van elektronische onderdelen
1174;26110.0;C;2611;;;EXPENSES - GOODS;Vervaardiging van elektronische onderdelen
540;2612.0;C;261;;;EXPENSES - GOODS;Vervaardiging van elektronische printplaten
1175;26120.0;C;2612;;;EXPENSES - GOODS;Vervaardiging van elektronische printplaten
149;262.0;C;26;;;EXPENSES - GOODS;Vervaardiging van computers en randapparatuur
541;2620.0;C;262;;;EXPENSES - GOODS;Vervaardiging van computers en randapparatuur
1176;26200.0;C;2620;;;EXPENSES - GOODS;Vervaardiging van computers en randapparatuur
150;263.0;C;26;;;EXPENSES - GOODS;Vervaardiging van communicatieapparatuur
542;2630.0;C;263;;;EXPENSES - GOODS;Vervaardiging van communicatieapparatuur
1177;26300.0;C;2630;;;EXPENSES - GOODS;Vervaardiging van communicatieapparatuur
151;264.0;C;26;;;EXPENSES - GOODS;Vervaardiging van consumentenelektronica
543;2640.0;C;264;;;EXPENSES - GOODS;Vervaardiging van consumentenelektronica
1178;26400.0;C;2640;;;EXPENSES - GOODS;Vervaardiging van consumentenelektronica
152;265.0;C;26;;;EXPENSES - GOODS;Vervaardiging van meet-, controle- en navigatie-instrumenten en -apparatuur
544;2651.0;C;265;;;EXPENSES - GOODS;Vervaardiging van meet-, controle- en navigatie-instrumenten en -apparatuur
1179;26510.0;C;2651;;;EXPENSES - GOODS;Vervaardiging van meet-, controle- en navigatie-instrumenten en -apparatuur
545;2652.0;C;265;;;EXPENSES - GOODS;Vervaardiging van uurwerken
1180;26520.0;C;2652;;;EXPENSES - GOODS;Vervaardiging van uurwerken
153;266.0;C;26;;;EXPENSES - GOODS;Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur
546;2660.0;C;266;;;EXPENSES - GOODS;Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur
1181;26600.0;C;2660;;;EXPENSES - GOODS;Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur
154;267.0;C;26;;;EXPENSES - GOODS;Vervaardiging van optische instrumenten en van foto- en filmapparatuur
547;2670.0;C;267;;;EXPENSES - GOODS;Vervaardiging van optische instrumenten en van foto- en filmapparatuur
1182;26700.0;C;2670;;;EXPENSES - GOODS;Vervaardiging van optische instrumenten en van foto- en filmapparatuur
155;268.0;C;26;;;EXPENSES - GOODS;Vervaardiging van magnetische en optische media
548;2680.0;C;268;;;EXPENSES - GOODS;Vervaardiging van magnetische en optische media
1183;26800.0;C;2680;;;EXPENSES - GOODS;Vervaardiging van magnetische en optische media
18;27.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging van elektrische apparatuur
156;271.0;C;27;;;EXPENSES - GOODS;Vervaardiging van elektromotoren, van elektrische generatoren en transformatoren en van schakel- en verdeelinrichtingen
549;2711.0;C;271;;;EXPENSES - GOODS;Vervaardiging van elektromotoren en van elektrische generatoren en transformatoren
1184;27110.0;C;2711;;;EXPENSES - GOODS;Vervaardiging van elektromotoren en van elektrische generatoren en transformatoren
550;2712.0;C;271;;;EXPENSES - GOODS;Vervaardiging van schakel- en verdeelinrichtingen
1185;27120.0;C;2712;;;EXPENSES - GOODS;Vervaardiging van schakel- en verdeelinrichtingen
157;272.0;C;27;;;EXPENSES - GOODS;Vervaardiging van batterijen en accumulatoren
551;2720.0;C;272;;;EXPENSES - GOODS;Vervaardiging van batterijen en accumulatoren
1186;27200.0;C;2720;;;EXPENSES - GOODS;Vervaardiging van batterijen en accumulatoren
158;273.0;C;27;;;EXPENSES - GOODS;Vervaardiging van kabels en van schakelaars, stekkers, stopcontacten e. d.
552;2731.0;C;273;;;EXPENSES - GOODS;Vervaardiging van kabels van optische vezels
1187;27310.0;C;2731;;;EXPENSES - GOODS;Vervaardiging van kabels van optische vezels
553;2732.0;C;273;;;EXPENSES - GOODS;Vervaardiging van andere elektrische en elektronische kabels
1188;27320.0;C;2732;;;EXPENSES - GOODS;Vervaardiging van andere elektrische en elektronische kabels
554;2733.0;C;273;;;EXPENSES - GOODS;Vervaardiging van schakelaars, stekkers, stopcontacten e.d.
1189;27330.0;C;2733;;;EXPENSES - GOODS;Vervaardiging van schakelaars, stekkers, stopcontacten e.d.
159;274.0;C;27;;;EXPENSES - GOODS;Vervaardiging van lampen en verlichtingsapparaten
555;2740.0;C;274;;;EXPENSES - GOODS;Vervaardiging van lampen en verlichtingsapparaten
1190;27401.0;C;2740;;;EXPENSES - GOODS;Vervaardiging van lampen
1191;27402.0;C;2740;;;EXPENSES - GOODS;Vervaardiging van verlichtingsapparaten
160;275.0;C;27;;;EXPENSES - GOODS;Vervaardiging van huishoudapparaten
556;2751.0;C;275;;;EXPENSES - GOODS;Vervaardiging van elektrische huishoudapparaten
1192;27510.0;C;2751;;;EXPENSES - GOODS;Vervaardiging van elektrische huishoudapparaten
557;2752.0;C;275;;;EXPENSES - GOODS;Vervaardiging van niet-elektrische huishoudapparaten
1193;27520.0;C;2752;;;EXPENSES - GOODS;Vervaardiging van niet-elektrische huishoudapparaten
161;279.0;C;27;;;EXPENSES - GOODS;Vervaardiging van andere elektrische apparatuur
558;2790.0;C;279;;;EXPENSES - GOODS;Vervaardiging van andere elektrische apparatuur
1194;27900.0;C;2790;;;EXPENSES - GOODS;Vervaardiging van andere elektrische apparatuur
19;28.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging van machines, apparaten en werktuigen, n.e.g.
162;281.0;C;28;;;EXPENSES - GOODS;Vervaardiging van machines en apparaten voor algemeen gebruik
559;2811.0;C;281;;;EXPENSES - GOODS;Vervaardiging van motoren en turbines, exclusief motoren voor luchtvaartuigen, motorvoertuigen en bromfietsen
1195;28110.0;C;2811;;;EXPENSES - GOODS;Vervaardiging van motoren en turbines, exclusief motoren voor luchtvaartuigen, motorvoertuigen en bromfietsen
560;2812.0;C;281;;;EXPENSES - GOODS;Vervaardiging van hydraulische apparatuur
1196;28120.0;C;2812;;;EXPENSES - GOODS;Vervaardiging van hydraulische apparatuur
561;2813.0;C;281;;;EXPENSES - GOODS;Vervaardiging van andere pompen en compressoren
1197;28130.0;C;2813;;;EXPENSES - GOODS;Vervaardiging van andere pompen en compressoren
562;2814.0;C;281;;;EXPENSES - GOODS;Vervaardiging van andere kranen en dergelijke artikelen
1198;28140.0;C;2814;;;EXPENSES - GOODS;Vervaardiging van andere kranen en dergelijke artikelen
563;2815.0;C;281;;;EXPENSES - GOODS;Vervaardiging van tandwielen, lagers en andere drijfwerkelementen
1199;28150.0;C;2815;;;EXPENSES - GOODS;Vervaardiging van tandwielen, lagers en andere drijfwerkelementen
163;282.0;C;28;;;EXPENSES - GOODS;Vervaardiging van andere machines en apparaten voor algemeen gebruik
564;2821.0;C;282;;;EXPENSES - GOODS;Vervaardiging van ovens en branders
1200;28210.0;C;2821;;;EXPENSES - GOODS;Vervaardiging van ovens en branders
565;2822.0;C;282;;;EXPENSES - GOODS;Vervaardiging van hijs-, hef- en transportwerktuigen
1201;28220.0;C;2822;;;EXPENSES - GOODS;Vervaardiging van hijs-, hef- en transportwerktuigen
566;2823.0;C;282;;;EXPENSES - GOODS;Vervaardiging van kantoormachines en -uitrusting (exclusief compu-ters en randapparatuur)
1202;28230.0;C;2823;;;EXPENSES - GOODS;Vervaardiging van kantoormachines en -uitrusting (exclusief computers en randapparatuur)
567;2824.0;C;282;;;EXPENSES - GOODS;Vervaardiging van elektrisch handgereedschap
1203;28240.0;C;2824;;;EXPENSES - GOODS;Vervaardiging van elektrisch handgereedschap
568;2825.0;C;282;;;EXPENSES - GOODS;Vervaardiging van machines en apparaten voor de koeltechniek en de klimaatregeling, voor niet-huishoudelijk gebruik
1204;28250.0;C;2825;;;EXPENSES - GOODS;Vervaardiging van machines en apparaten voor de koeltechniek en de klimaatregeling, voor niet-huishoudelijk gebruik
569;2829.0;C;282;;;EXPENSES - GOODS;Vervaardiging van andere machines en apparaten voor algemeen gebruik, n.e.g.
1205;28291.0;C;2829;;;EXPENSES - GOODS;Vervaardiging van verpakkingsmachines
1206;28292.0;C;2829;;;EXPENSES - GOODS;Vervaardiging van weegtoestellen
1207;28293.0;C;2829;;;EXPENSES - GOODS;Vervaardiging van toestellen voor het spuiten van vloeistoffen of poeder
1208;28294.0;C;2829;;;EXPENSES - GOODS;Vervaardiging van verkoopautomaten
1209;28295.0;C;2829;;;EXPENSES - GOODS;Vervaardiging van filtreertoestellen
1210;28296.0;C;2829;;;EXPENSES - GOODS;Vervaardiging van hogedrukreinigers, zandstraalapparaten en dergelijk reinigingsmateriaal
1211;28299.0;C;2829;;;EXPENSES - GOODS;Vervaardiging van andere machines en apparaten voor algemeen gebruik, n.e.g.
164;283.0;C;28;;;EXPENSES - GOODS;Vervaardiging van machines en werktuigen voor de landbouw en de bosbouw
570;2830.0;C;283;;;EXPENSES - GOODS;Vervaardiging van machines en werktuigen voor de landbouw en de bosbouw
1212;28300.0;C;2830;;;EXPENSES - GOODS;Vervaardiging van machines en werktuigen voor de landbouw en de bosbouw
165;284.0;C;28;;;EXPENSES - GOODS;Vervaardiging van niet-verspanende machines voor de metaalbe-werking en van gereedschapswerktuigen
571;2841.0;C;284;;;EXPENSES - GOODS;Vervaardiging van machines voor de metaalbewerking
1213;28410.0;C;2841;;;EXPENSES - GOODS;Vervaardiging van machines voor de metaalbewerking
572;2849.0;C;284;;;EXPENSES - GOODS;Vervaardiging van andere gereedschapswerktuigen
1214;28490.0;C;2849;;;EXPENSES - GOODS;Vervaardiging van andere gereedschapswerktuigen
166;289.0;C;28;;;EXPENSES - GOODS;Vervaardiging van andere machines, apparaten en werktuigen voor specifieke doeleinden
573;2891.0;C;289;;;EXPENSES - GOODS;Vervaardiging van machines voor de metallurgie
1215;28910.0;C;2891;;;EXPENSES - GOODS;Vervaardiging van machines voor de metallurgie
574;2892.0;C;289;;;EXPENSES - GOODS;Vervaardiging van machines voor de winning van delfstoffen en voor de bouw
1216;28920.0;C;2892;;;EXPENSES - GOODS;Vervaardiging van machines voor de winning van delfstoffen en voor de bouw
575;2893.0;C;289;;;EXPENSES - GOODS;Vervaardiging van machines voor de productie van voedings- en genotmiddelen
1217;28930.0;C;2893;;;EXPENSES - GOODS;Vervaardiging van machines voor de productie van voedings- en genotmiddelen
576;2894.0;C;289;;;EXPENSES - GOODS;Vervaardiging van machines voor de productie van textiel, kleding en leer
1218;28940.0;C;2894;;;EXPENSES - GOODS;Vervaardiging van machines voor de productie van textiel, kleding en leer
577;2895.0;C;289;;;EXPENSES - GOODS;Vervaardiging van machines voor de productie van papier en karton
1219;28950.0;C;2895;;;EXPENSES - GOODS;Vervaardiging van machines voor de productie van papier en karton
578;2896.0;C;289;;;EXPENSES - GOODS;Vervaardiging van machines voor de kunststof- en rubberindustrie
1220;28960.0;C;2896;;;EXPENSES - GOODS;Vervaardiging van machines voor de kunststof- en rubberindustrie
579;2899.0;C;289;;;EXPENSES - GOODS;Vervaardiging van andere machines, apparaten en werktuigen voor specifieke doeleinden, n.e.g.
1221;28990.0;C;2899;;;EXPENSES - GOODS;Vervaardiging van andere machines, apparaten en werktuigen voor specifieke doeleinden, n.e.g.
20;29.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging en assemblage van motorvoertuigen, aanhangwagens en opleggers
167;291.0;C;29;;;EXPENSES - GOODS;Vervaardiging en assemblage van motorvoertuigen
580;2910.0;C;291;;;EXPENSES - GOODS;Vervaardiging en assemblage van motorvoertuigen
1222;29100.0;C;2910;;;EXPENSES - GOODS;Vervaardiging en assemblage van motorvoertuigen
168;292.0;C;29;;;EXPENSES - GOODS;Vervaardiging van carrosserieën voor motorvoertuigen
581;2920.0;C;292;;;EXPENSES - GOODS;Vervaardiging van carrosserieën voor motorvoertuigen
1223;29201.0;C;2920;;;EXPENSES - GOODS;Vervaardiging van carrosserieën voor motorvoertuigen
1224;29202.0;C;2920;;;EXPENSES - GOODS;Vervaardiging van aanhangwagens, caravans en opleggers
169;293.0;C;29;;;EXPENSES - GOODS;Vervaardiging van delen en toebehoren voor motorvoertuigen
582;2931.0;C;293;;;EXPENSES - GOODS;Vervaardiging van elektrische en elektronische benodigdheden voor motorvoertuigen
1225;29310.0;C;2931;;;EXPENSES - GOODS;Vervaardiging van elektrische en elektronische benodigdheden voor motorvoertuigen
583;2932.0;C;293;;;EXPENSES - GOODS;Vervaardiging van andere delen en toebehoren van motorvoertuigen
1226;29320.0;C;2932;;;EXPENSES - GOODS;Vervaardiging van andere delen en toebehoren van motorvoertuigen
170;301.0;C;30;3.0;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Scheepsbouw
584;3011.0;C;301;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Bouw van schepen en drijvend materieel
1227;30110.0;C;3011;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Bouw van schepen en drijvend materieel
585;3012.0;C;301;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Bouw van plezier- en sportvaartuigen
1228;30120.0;C;3012;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Bouw van plezier- en sportvaartuigen
171;302.0;C;30;3.0;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van rollend materieel voor spoorwegen
586;3020.0;C;302;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van rollend materieel voor spoorwegen
1229;30200.0;C;3020;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van rollend materieel voor spoorwegen
172;303.0;C;30;3.0;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van lucht- en ruimtevaartuigen en van toestellen in verband daarmee
587;3030.0;C;303;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van lucht- en ruimtevaartuigen en van toestellen in verband daarmee
1230;30300.0;C;3030;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van lucht- en ruimtevaartuigen en van toestellen in verband daarmee
173;304.0;C;30;3.0;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van militaire gevechtsvoertuigen
588;3040.0;C;304;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van militaire gevechtsvoertuigen
1231;30400.0;C;3040;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van militaire gevechtsvoertuigen
174;309.0;C;30;3.0;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van transportmiddelen, n.e.g.
589;3091.0;C;309;4.0;PURCHASE OF VEHICLES;INVESTMENTS - GOODS;Vervaardiging van motorfietsen
1232;30910.0;C;3091;;PURCHASE OF VEHICLES;INVESTMENTS - GOODS;Vervaardiging van motorfietsen
590;3092.0;C;309;4.0;PURCHASE OF VEHICLES;INVESTMENTS - GOODS;Vervaardiging van fietsen en invalidenwagens
1233;30920.0;C;3092;;PURCHASE OF VEHICLES;INVESTMENTS - GOODS;Vervaardiging van fietsen en invalidenwagens
591;3099.0;C;309;4.0;PURCHASE OF VEHICLES;INVESTMENTS - GOODS;Vervaardiging van andere transportmiddelen, n.e.g.
1234;30990.0;C;3099;;PURCHASE OF VEHICLES;INVESTMENTS - GOODS;Vervaardiging van andere transportmiddelen, n.e.g.
21;31.0;C;C;2.0;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van meubelen
175;310.0;C;31;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van meubelen
592;3101.0;C;310;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van kantoor- en winkelmeubelen
1235;31010.0;C;3101;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van kantoor- en winkelmeubelen
593;3102.0;C;310;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van keukenmeubelen
1236;31020.0;C;3102;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van keukenmeubelen
594;3103.0;C;310;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van matrassen
1237;31030.0;C;3103;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van matrassen
595;3109.0;C;310;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van andere meubelen
1238;31091.0;C;3109;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van eetkamer-, zitkamer-, slaapkamer- en badkamermeubelen
1239;31092.0;C;3109;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van tuin- en terrasmeubelen
1240;31099.0;C;3109;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van andere meubelen, n.e.g.
176;321.0;C;32;3.0;LUXERY GOODS;EXPENSES - GOODS;Bewerken van edelstenen en vervaardiging van sieraden en dergelijke artikelen
596;3211.0;C;321;;LUXERY GOODS;EXPENSES - GOODS;Slaan van munten
1241;32110.0;C;3211;;LUXERY GOODS;EXPENSES - GOODS;Slaan van munten
597;3212.0;C;321;;LUXERY GOODS;EXPENSES - GOODS;Bewerken van edelstenen en vervaardiging van sieraden
1242;32121.0;C;3212;;LUXERY GOODS;EXPENSES - GOODS;Bewerken van diamant
1243;32122.0;C;3212;;LUXERY GOODS;EXPENSES - GOODS;Bewerken van edelstenen (m.u.v. diamant) en van halfedelstenen
1244;32123.0;C;3212;;LUXERY GOODS;EXPENSES - GOODS;Vervaardiging van sieraden
1245;32124.0;C;3212;;LUXERY GOODS;EXPENSES - GOODS;Vervaardiging van edelsmeedwerk
1246;32129.0;C;3212;;LUXERY GOODS;EXPENSES - GOODS;Vervaardiging van overige artikelen van edele metalen
598;3213.0;C;321;;LUXERY GOODS;EXPENSES - GOODS;Vervaardiging van imitatiesieraden en dergelijke artikelen
1247;32130.0;C;3213;;LUXERY GOODS;EXPENSES - GOODS;Vervaardiging van imitatiesieraden en dergelijke artikelen
177;322.0;C;32;3.0;CULTURAL AND RECREATIONAL DURABLES;EXPENSES - GOODS;Vervaardiging van muziekinstrumenten
599;3220.0;C;322;;CULTURAL AND RECREATIONAL DURABLES;EXPENSES - GOODS;Vervaardiging van muziekinstrumenten
1248;32200.0;C;3220;;CULTURAL AND RECREATIONAL DURABLES;EXPENSES - GOODS;Vervaardiging van muziekinstrumenten
178;323.0;C;32;3.0;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Vervaardiging van sportartikelen
600;3230.0;C;323;4.0;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSE - GOODS;Vervaardiging van sportartikelen
1249;32300.0;C;3230;;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSE - GOODS;Vervaardiging van sportartikelen
179;324.0;C;32;3.0;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Vervaardiging van spellen en speelgoed
601;3240.0;C;324;4.0;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSE - GOODS;Vervaardiging van spellen en speelgoed
1250;32400.0;C;3240;;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSE - GOODS;Vervaardiging van spellen en speelgoed
180;325.0;C;32;3.0;OTHER DURABLE GOODS;EXPENSES - GOODS;Vervaardiging van medische en tandheelkundige instrumenten en benodigdheden
602;3250.0;C;325;4.0;OTHER DURABLE GOODS;EXPENSE - GOODS;Vervaardiging van medische en tandheelkundige instrumenten en benodigdheden
1251;32500.0;C;3250;;OTHER DURABLE GOODS;EXPENSE - GOODS;Vervaardiging van medische en tandheelkundige instrumenten en benodigdheden
181;329.0;C;32;3.0;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Industrie, n.e.g.
603;3291.0;C;329;;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Vervaardiging van borstelwaren
1252;32910.0;C;3291;;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Vervaardiging van borstelwaren
604;3299.0;C;329;;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Overige industrie, n.e.g.
1253;32990.0;C;3299;;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Overige industrie, n.e.g.
22;33.0;C;C;2.0;OTHER SERVICES;OTHER SERVICES;Reparatie en installatie van machines en apparaten
182;331.0;C;33;;OTHER SERVICES;OTHER SERVICES;Reparatie van producten van metaal, machines en apparaten
605;3311.0;C;331;;OTHER SERVICES;OTHER SERVICES;Reparatie van producten van metaal
1254;33110.0;C;3311;;OTHER SERVICES;OTHER SERVICES;Reparatie van producten van metaal
606;3312.0;C;331;;OTHER SERVICES;OTHER SERVICES;Reparatie van machines
1255;33120.0;C;3312;;OTHER SERVICES;OTHER SERVICES;Reparatie van machines
607;3313.0;C;331;;OTHER SERVICES;OTHER SERVICES;Reparatie van elektronische en optische apparatuur
1256;33130.0;C;3313;;OTHER SERVICES;OTHER SERVICES;Reparatie van elektronische en optische apparatuur
608;3314.0;C;331;;OTHER SERVICES;OTHER SERVICES;Reparatie van elektrische apparatuur
1257;33140.0;C;3314;;OTHER SERVICES;OTHER SERVICES;Reparatie van elektrische apparatuur
609;3315.0;C;331;;OTHER SERVICES;OTHER SERVICES;Reparatie en onderhoud van schepen
1258;33150.0;C;3315;;OTHER SERVICES;OTHER SERVICES;Reparatie en onderhoud van schepen
610;3316.0;C;331;;OTHER SERVICES;OTHER SERVICES;Reparatie en onderhoud van lucht- en ruimtevaartuigen
1259;33160.0;C;3316;;OTHER SERVICES;OTHER SERVICES;Reparatie en onderhoud van lucht- en ruimtevaartuigen
611;3317.0;C;331;;OTHER SERVICES;OTHER SERVICES;Reparatie en onderhoud van andere transportmiddelen
1260;33170.0;C;3317;;OTHER SERVICES;OTHER SERVICES;Reparatie en onderhoud van andere transportmiddelen
612;3319.0;C;331;;OTHER SERVICES;OTHER SERVICES;Reparatie van andere apparatuur
1261;33190.0;C;3319;;OTHER SERVICES;OTHER SERVICES;Reparatie van andere apparatuur
183;332.0;C;33;;OTHER SERVICES;OTHER SERVICES;Installatie van industriële machines, toestellen en werktuigen
613;3320.0;C;332;;OTHER SERVICES;OTHER SERVICES;Installatie van industriële machines, toestellen en werktuigen
1262;33200.0;C;3320;;OTHER SERVICES;OTHER SERVICES;Installatie van industriële machines, toestellen en werktuigen
614;3511.0;D;351;4.0;UTILITIES - ELECTRICITY;UTILITIES - ELECTRICITY;Productie van elektriciteit
1263;35110.0;D;3511;;UTILITIES - ELECTRICITY;UTILITIES - ELECTRICITY;Productie van elektriciteit
615;3512.0;D;351;4.0;UTILITIES - ELECTRICITY;UTILITIES - ELECTRICITY;Transmissie van elektriciteit
1264;35120.0;D;3512;;UTILITIES - ELECTRICITY;UTILITIES - ELECTRICITY;Transmissie van elektriciteit
616;3513.0;D;351;4.0;UTILITIES - ELECTRICITY;UTILITIES - ELECTRICITY;Distributie van elektriciteit
1265;35130.0;D;3513;;UTILITIES - ELECTRICITY;UTILITIES - ELECTRICITY;Distributie van elektriciteit
617;3514.0;D;351;4.0;UTILITIES - ELECTRICITY;UTILITIES - ELECTRICITY;Handel in elektriciteit
1266;35140.0;D;3514;;UTILITIES - ELECTRICITY;UTILITIES - ELECTRICITY;Handel in elektriciteit
184;352.0;D;35;3.0;UTILITIES - GAS;UTILITIES - GAS;Productie en distributie van gas
618;3521.0;D;352;4.0;UTILITIES - GAS;UTILITIES - GAS;Productie van gas
1267;35210.0;D;3521;;UTILITIES - GAS;UTILITIES - GAS;Productie van gas
619;3522.0;D;352;4.0;UTILITIES - GAS;UTILITIES - GAS;Distributie van gasvormige brandstoffen via leidingen
1268;35220.0;D;3522;;UTILITIES - GAS;UTILITIES - GAS;Distributie van gasvormige brandstoffen via leidingen
620;3523.0;D;352;4.0;UTILITIES - GAS;UTILITIES - GAS;Handel in gas via leidingen
